Titel,Synonyms,Brand Names
"Clindamycin","Clindamicina [INN-Spanish]; clindamycin; Clindamycin Hcl; Clindamycin Hydrochloride; Clindamycin Phosphate; Clindamycine [French]; Clindamycine [INN-French]; Clindamycinum [INN-Latin]","Chlolincocin; Cleocin; Cleocin Hcl; Cleocin Pediatric; Cleocin Phosphate; Cleocin T; Cleocin T Gel; Cleocin T Lotion; Cleocin T Topical Solution; Clinda-Derm; Clindagel; Clindesse; Clindets; Clinimycin; Dalacin; Dalacin C; Dalacin C Flavored Granules; Dalacin C Phosphate; Dalacin T Topical Solution; Evoclin; ResiDerm A; Sobelin; Zindaclin"
"Dexfenfluramine","D-Fenfluramine; Dexafenfluramine; Dexfenfluramina [Spanish]; Dexfenfluramine Hydrochloride; Dexfenfluraminum [Latin]; Dextrofenfluramine; L-Fenfluramine; Levofenfluramina [Spanish]; Levofenfluramine; Levofenfluramine [INN]; Levofenfluraminum [Latin]","Adifax; Redux"
"Oxymorphone","14-Hydroxydihydromorphinone; Dihydrohydroxymorphinone; Dihydroxymorphinone; EN3202; Oximorphonum; Oxymorphine; oxymorphone","Numorphan; Opana; OPANA ER"
"Acebutolol","Acebutolol HCL; Acebutolol Hydrochloride; Acebutololo; Acetobutolol; dl-Acebutolol","Monitan; Neptal; Prent; Sectral"
"Brinzolamide",,"Azopt"
"Flecainide","Flecainida [INN-Spanish]; Flecainide acetate; Flecainidum [INN-Latin]","Flecaine; Tambocor"
"Estramustine","Estramustin Sodium Phosphate; Estramustina [INN-Spanish]; Estramustine Sodium Phosphate; Estramustinum [INN-Latin]","Emcyt; Estracyt"
"Captopril","Captoprilum [INN-Latin]; Captopryl; L-Captopril","Acepress; Acepril; Alopresin; Apopril; Capoten; Captolane; Captoril; Cesplon; Dilabar; Garranil (discontinued); Hipertil; Hypertil; Lopirin; Lopril; Tenosbon; Tensoprel"
"Zopiclone","(+-)-zopiclone; Zopiclona [INN-Spanish]; Zopiclone [Ban:Inn:Jan]; Zopiclonum [INN-Latin]","Amoban; Amovane; Imovance; Imovane; Novo-zopiclone; Nu-Zopiclone; Ran-zopiclone; Rhovane; Sopivan; Ximovan; Zimovane"
"Tubocurarine","D-Tubocurarine; D-Tubocurarine Chloride; Isoquinoline Alkaloid; Tubocurarin; Tubocurarine Chloride; Tubocurarinum","Curare; Delacurarine; Jexin; Tubarine"
"Bromocriptine","Bromergocryptine; Bromocriptin; Bromocriptina [INN-Spanish]; bromocriptine; Bromocriptine Mesylate; Bromocriptine Methanesulfonate; Bromocriptinum [INN-Latin]; Bromocryptine; Bromocryptine Mesylate; Bromoergocriptine; Bromoergocryptine","Alti-Bromocriptine; Apo-Bromocriptine; Bagren; Ergoset; Parlodel; Parlodel Snaptabs; Pravidel"
"Rifapentine","Cyclopentyl rifampin","Priftin"
"Levetiracetam","levetiracetam; Levetiracetam [INN]; Levetiracetamum [INN-Latin]; Levitiracetam","Keppra"
"Nadolol",,"Anabet; Corgard; Solgol"
"Mitoxantrone","DHAD; DHAQ; DHAQ HCl; Dihydroxyanthraquinone; Mitoxanthrone; Mitoxantron; Mitoxantrona [INN-Spanish]; mitoxantrone; Mitoxantrone 2HCl; Mitoxantrone dihydrochloride; Mitoxantrone HCl; Mitoxantrone hydrochloride; Mitoxantronum [INN-Latin]; Mitozantrone; Mitozantrone hydrochloride","Mitox; Novantron; Novantrone"
"Flumazenil","Flumazenilo [Spanish]; Flumazenilum [Latin]","Anexate; Flumazepil; Lanexat; Mazicon; Romazicon"
"Lomustine","CCNU; Chloroethylcyclohexylnitrosourea; Lomustina [INN-Spanish]; Lomustinum [INN-Latin]","Belustine; Cecenu; CeeNU; CINU"
"Ridogrel","Ridogrelum [INN-Latin]",
"Sparfloxacin",,"Zagam"
"Dezocine","Dezocina [INN-Spanish]; Dezocinum [INN-Latin]","Dalgan"
"Levobunolol","Levobunolol HCl; Levobunololum [INN-Latin]","Akbeta; Betagan"
"Clarithromycin","CLA; Clarithromycine; Clathromycin","Biaxin; Biaxin XL; Klacid; Klaricid; Macladin; Naxy; Veclam; Zeclar"
"Ceftriaxone","Cefatriaxone; Ceftriaxona [INN-Spanish]; Ceftriaxonum [INN-Latin]; Ceftriazone","Biotrakson; Rocephine"
"Fomepizole","4-methylpyrazole; Fomepizol [INN-Spanish]; Fomepizole [USAN:INN]; Fomepizolum [INN-Latin]","Antizol"
"Metipranolol","Metipranolol hydrochloride; Metipranololum [INN-Latin]","Disorat; OptiPranolol; Trimepranol"
"Estazolam",,"Cannoc; D 40TA; Esilgan; Eurodin; Julodin; Nemurel; Nuctalon; ProSom; Somnatrol"
"Finasteride","Finasterida [INN-Spanish]; Finasteridum [INN-Latin]","Chibro-Proscar; Finastid; Finpecia; Propecia; Proscar; Prostide"
"Anastrozole","Anastrozol; anastrozole","Anastrole; Arimidex"
"Halofantrine","Halofantrina [INN-Spanish]; Halofantrine [Usan]; Halofantrinum [INN-Latin]","Halfan"
"Dantrolene","Dantrolene Sodium; Dantroleno [INN-Spanish]; Dantrolenum [INN-Latin]","Dantrium; Dantrium Intravenous"
"Rifaximin","Rifamixin; Rifamycin L 105; Rifamycin L 105SV; Rifaxidin; rifaximin; Rifaximin [USAN:INN]; Rifaximina [Spanish]; Rifaximine [French]; Rifaximinum [Latin]","Fatroximin; Normix; Rifacol; Ritacol; Xifaxan"
"Ketamine","(-)-Ketamine; (S)-(-)-Ketamine; (S)-Ketamine; CI 581 base; Ketamine Base; Ketamine HCL; l-Ketamine","CLSTA 20; Esketamine; Ketaject; Ketalar; Ketalar base; Ketanest; Ketolar"
"Budesonide","budesonide","Bidien; Budeson; Cortivent; Desowen; Entocort; Entocort EC; Micronyl; Preferid; Pulmicort; Pulmicort Nebuamp; Pulmicort Respules; Pulmicort Turbuhaler; Rhinocort; Rhinocort Aqua; Rhinocort Turbuhaler; Spirocort; Tridesilon"
"Aminophylline","Aminophyllin; Aminophylline Anhydrous; Aminophylline Dihydrate; Aminophylline Dye Free","Aminocardol; Aminodur; Ammophyllin; Cardiofilina; Cardiomin; Cardophylin; Cardophyllin; Carena; Cariomin; Diaphylline; Diophllin; Diuxanthine; Dobo; Dura-Tab S.M. Aminophylline; Ethophylline; Etilen-Xantisan Tabl.; Eurphyllin; Euufillin; Genophyllin; Grifomin; Inophylline; Lasodex; Linampheta; Lixaminol; Metaphyllin; Metaphylline; Methophylline; Minaphil; Miofilin; Neophyiline; Norofilina; Peterphyllin; Phylcardin; Phyllindon; Phyllocontin; Phyllocontin-350; Rectalad Aminophylline; Rectalad-Aminophylline; Somophyllin; Somophyllin O; Somophyllin-O; Stenovasan; Syntophyllin; Theodrox; Theolamine; Theolone; Theophyldine; Theophyline Ethylenediamine; Theophyllamine; Theophyllaminum; Theophyllin Aethylendiamin; Theophyllin Ethylenediamine; Theophylline Ethylenediamine; Thephyldine; Truphylline; Variaphylline; Vasofilina"
"Quetiapine","Quetiapine fumarate; Quetiapine hemifumarate","Seroquel; Seroquel XR"
"Enoxaparin","enoxaparin; LMWH; Low Molecular Weight Heparin","Clexane; Lovenox; Lovenox HP"
"Mivacurium",,"Mivacron"
"Levomethadyl Acetate","1-alpha-acetylmethadol; LAAM; Levacetilmetadol [INN-Spanish]; Levacetylmethadol; Levacetylmethadolum [INN-Latin]; Levo-Alphacetylmethadol; Levo-Methadyl Acetate; Levomethadyl; Nor-LAAM","Orlaam"
"Encainide","Encainida [Spanish]; Encainide [French]; Encainidum [Latin]","Enkaid"
"Paclitaxel","7-epi-Paclitaxel; 7-epi-Taxol; 7-Epipaclitaxel; 7-Epitaxol; ABI-007","Abraxane; Epitaxol; LipoPac; Onxol; Paxceed; Paxene; Taxol; Taxol A; Vascular Wrap; Xorane"
"Diphenidol","Difenidol; Difenidol HCl; Difenidol hydrochloride; Difenidolo [DCIT]; Difenidolum [INN-Latin]; Diphenidol HCl; Diphenidol hydrochloride","Ansmin; Avomol; Celmidol; Cephadol; Cerrosa; Maniol; Nometic; Satanolon; Verterge; Vontrol; Yesdol"
"Saquinavir","saquinavir; Saquinavir Mesylate; SQV","Fortovase; Invirase; ROC"
"Metoclopramide","Metaclopramide; Metaclopromide; Methochlopramide; Methoclopramide; Metochlopramide; Metoclopramida [INN-Spanish]; metoclopramide; Metoclopramide Hcl; Metoclopramide Hydrochloride; Metoclopramidum [INN-Latin]","Apo-Metoclop; Cerucal; Clopra; Clopra-Yellow; Clopromate; DEL; Duraclamid; Elieten; Emetid; Emitasol; Emperal; Eucil; Gastrese; Gastro-Timelets; Gastrobid; Gastromax; Gastronerton; Gastrosil; Gastrotablinen; Gastrotem; Imperan; Maxeran; Maxolon; Meclopran; Metamide; Metoclol; Metoclopramide Intensol; Metoclopramide Omega; Metocobil; Metramid; Moriperan; Mygdalon; Neu-Sensamide; Nu-Metoclopramide; Octamide; Parmid; Paspertin; Peraprin; Plasil; Pms-Metoclopramide; Pramidin; Pramiel; Pramin; Primperan; Reclomide; Reglan; Reliveran; Terperan"
"Dexamethasone","Desametasone; Desametasone [DCIT]; Desamethasone; Dexametasona [INN-Spanish]; Dexamethasone Acetate; Dexamethasone Sodium Phosphate; Dexamethasonum [INN-Latin]; Dexamethazone; Fluormethylprednisolone","Adexone; Aeroseb-D; Aeroseb-Dex; Anaflogistico; Aphtasolon; Aphthasolone; Auxiron; Azium; Bisu Ds; Calonat; Corson; Corsone; Cortisumman; Decacort; Decacortin; Decaderm; Decadron; Decadron Tablets, Elixir; Decadron-La; Decagel; Decalix; Decasone; Decaspray; Dectancyl; Dekacort; Deltafluorene; Dergramin; Deronil; Desadrene; Desameton; Deseronil; Dex-Ide; Dexa; Dexa Mamallet; Dexa-Cortidelt; Dexa-Cortisyl; Dexa-Mamallet; Dexa-Scheroson; Dexa-Sine; Dexacen-4; Dexacidin; Dexacort; Dexacortal; Dexacortin; Dexadeltone; Dexafarma; Dexair; Dexalona; Dexaltin; Dexameth; Dexamethasone Intensol; Dexamonozon; Dexapolcort; Dexapos; Dexaprol; Dexason; Dexasone; Dexinolon; Dexinoral; Dexone; Dexone 0.5; Dexone 0.75; Dexone 1.5; Dexone 4; Dexonium; Dextelan; Dezone; Dinormon; Fluormone; Fluorocort; Fortecortin; Gammacorten; Hexadecadrol; Hexadrol; Hexadrol Elixir; Hexadrol Tablets; Hl-Dex; IontoDex; Isopto-Dex; Lokalison F; Loverine; Luxazone; Maxidex; Maxitrol; Mediamethasone; Mexidex; Millicorten; Mymethasone; Ocu-Trol; Oradexon; Pet Derm Iii; Pet-Derm Iii; Policort; Posurdex; Prednisolon F; Prednisolone F; Sk-Dexamethasone; Spoloven; Sunia Sol D; Superprednol; Turbinaire; Visumetazone"
"Levodopa","3,4-dihydroxyphenylalanine; DOPA; L-Dihydroxyphenylalanine; L-DOPA","Bendopa; Brocadopa; Cidandopa; Deadopa; Dopaflex; Dopaidan; Dopal; Dopal-Fher; Dopalina; Dopar; Doparkine; Doparl; Dopasol; Dopaston; Dopastral; Doprin; Eldopal; Eldopar; Eldopatec; Eurodopa; Helfo-Dopa; Insulamina; Laradopa; Larodopa; Ledopa; Levedopa; Levopa; Maipedopa; Parda; Pardopa; Prodopa; Syndopa; Veldopa; Weldopa"
"Sevoflurane","Sevofluran; Sevoflurano [INN-Spanish]; Sevofluranum [INN-Latin]","Sevorane; Ultane"
"Bromodiphenhydramine","Ambodryl Hydrochloride; Amodryl; Bromanautine; Bromazin; Bromazine; Bromazine hydrochloride; Bromdiphenhydramine; Bromdiphenhydramine hydrochloride; Bromdiphenylhydramine Hydrochloride; Bromodiphenhydramine hydrochloride","Bromo-Benadryl; Bromo-Benzdryl; Deserol; Histabromamine; Neo-Benadryl"
"Aripiprazole","aripiprazole; OPC 31; OPC-14597","Abilify; Abilitat"
"Chlorprothixene","Alpha-Chlorprothixene; Chloroprothixene; Chlorprothixen; Chlorprothixine; Chlorprotixen; Chlorprotixene; Chlorprotixine; Chlothixen; Cis-Chlorprothixene; CPT; CPX","Iaractan; Paxyl; Rentovet; Tactaran; Taractan; Tarasan; Tardan; Traquilan; Trictal; Truxal; Truxaletten; Truxil; Vetacalm"
"Epoprostenol","PGI2; Prostacyclin; Prostaglandin I2","Flolan"
"Gemfibrozil",,"Apo-Gemfibrozil; Bolutol; Cholespid; Decrelip; Fibratol; Fibrocit; Gemfibril; Gemfibromax; Gemlipid; Gen-Fibro; Genlip; Gevilon; Hipolixan; Jezil; Lipozid; Lipur; Lopid; Novo-Gemfibrozil; Nu-Gemfibrozil"
"Clomipramine","3-Chloroimipramine; Chlorimipramine; Clomipramina [INN-Spanish]; Clomipramine HCL; Clomipraminum [INN-Latin]; Monochlorimipramine","Anafranil; Hydiphen"
"Chloroxine","Chloroxyquinoline; Chlorquinol; CHQ; Dichlorohydroxyquinoline; Dichloroquinolinol; Dichloroxin; Dikhloroskin","Capitrol; Chlofucid; Clofuzid; Endiaron; Quesyl; Quinolor; Quixalin"
"Bepridil","Bepadin","Vascor"
"Decamethonium","Decamethonum","Lopac-D-1260; Syncurine"
"Trimeprazine","(+-)-Alimemazine; (+-)-Trimeprazine; Alimemazine; Alimemazine S,S-dioxide; Bayer 1219; Methylpromazine; Oxomemazin; Oxomemazina [INN-Spanish]; Oxomemazine; Oxomemazine [DCF:INN]; Oxomemazinum [INN-Latin]; Oxymemazine; Trimeperazine; Trimeprazine 5,5-dioxide; Trimeprazine hemi-(+)tartrate; Trimeprazine Tartrat; Trimeprazine Tartrate","Alimezine; Dosegran; Doxergan; Dysedon; Imakol; Levoprome; Panectyl; Repeltin; Repetin; Temaril; Teralen; Theralene; Vallergan"
"Isocarboxazid","Isocarbonazid; Isocarbossazide [Dcit]; Isocarboxazida [INN-Spanish]; Isocarboxazide; Isocarboxazide [INN-French]; Isocarboxazidum [INN-Latin]; Isocarboxyzid","Benazide; BMIH; Enerzer; Maraplan; Marplan; Marplon"
"Docetaxel","docetaxel; Docetaxel anhydrous; Docetaxel, Trihydrate; TXL","Taxotere"
"Iodixanol","Indixanol; Iodixanolum","Visipaque; Visipaque 270; Visipaque 320"
"Olsalazine","Olsalazine sodium","Dipentum"
"Gliquidone",,"Glurenorm"
"Mitiglinide","KAD-1229; mitiglinide; Mitiglinide calcium hydrate","Glufast"
"Ergonovine","Ergobasine; Ergometrine; Ergotrate maleate","Ergotrate"
"Dasatinib","BMS-354825; dasatinib","Sprycel"
"Lisdexamfetamine","lisdexamfetamine dimesylate; NRP104","Vyvanse"
"Retapamulin","SB 275833","Altabax (Glaxo)"
"Aliskiren","aliskiren; Rasilez; SPP 100","Rasilez; Tekturna"
"Lapatinib","FMM; GW 572016; GW572016; lapatinib; Lapatinib ditosylate; Lapatinib tosilate hydrate","Tycerb; Tykerb"
"Desonide",,"Desilux; Desocort; Desowen; Tridesilon"
"Sitagliptin","MK-0431; Sitagliptan; sitagliptin; Sitagliptin phosphate","Januvia; Januvia (Merck & Co.); Xelevia"
"Decitabine","5-aza-2'-deoxycytidine; Azadc; DAC; decitabine; Dezocitidine","Dacogen"
"Posaconazole","posaconazole","Noxafil"
"Darunavir","AIDS073035; Darunavirum [INN-latin]; TMC-114; TMC114; UIC-94017","Prezista"
"Telbivudine","2'-Deoxy-L-thymidine; Beta-l-thymidine; Epavudine; L-deoxythymidine; L-DT; L-thymidine; LDT; Telbivudin; telbivudine","Sebivo; Tyzeka"
"Paliperidone","9-Hydroxyrisperidone","Invega"
"Sunitinib","SU11248; Sunitinib malate; Sutent","SU-11248; sunitinib; Sutent"
"Varenicline","CP-526,555; varenicline; Varenicline tartrate","Champix; Chantix"
"Arformoterol","(R,R)-formoterol; arformoterol","Brovana"
"Hydralazine","Hydralazine hydrochloride","Apresoline"
"Nelarabine","GW-506U78; nelarabine; Nelzarabine","Arranon; Arranon (GlaxoSmithKline); Atriance"
"Carbetocin","Carbetocino [inn-spanish]; Carbetocinum [inn-latin]","Duratocin"
"Lumiracoxib","COX 189; lumiracoxib","Prexige; Prexige (Novartis)"
"Dihydroergotoxine",,
"Fenoterol","Fenoterolum [inn-latin]; Phenoterol","Berotec"
"Glisoxepide",,
"Pirbuterol","Pirbuterol hydrochloride; Pirbuterolum [inn-latin]","Maxair"
"Bismuth Subsalicylate","Bismuth; Bismuth oxide salicylate; Bismuth oxysalicylate; Bismuth(III) subsalicylate; Bismuthi subsalicylas; Bismutum subsalicylicum","Bismatrol; Bismed; Bismuth caplets; Bismuth chewables; Extra strength bismuth; Extra-strength bismuth; Maalox multi action; Pepto-bismol; PMS-bismuth subsalicylate; Spiromak forte; Stabisol; Vismut; Wismutsubsalicylat"
"Bevantolol","1-(3,4-Dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol; Bevantololum [inn-latin]",
"Glucosamine",,
"Practolol","Tocris-0831",
"Sulfacytine","1-ethyl N4-sulfanilylcytosin; 1-ethyl-N-sulfanilylcytosine; N-sulfanilyl-l-ethylcytosine; Sulfacitina [inn-spanish]; Sulfacitinum [inn-latin]","Renoquid"
"Sulfadoxine",,
"Rolitetracycline",,
"Oxtriphylline","Choline theophylline","Choledyl; Theocolin"
"Fosamprenavir",,"Lexiva; Telzir"
"Fosphenytoin","(3-Phosphoryloxymethyl)phenytoin; Fosfenitoina [inn-spanish]; Fosphenytoin sodium; Fosphenytoine [inn-french]; Fosphenytoinum [inn-latin]","Cerebyx; Prodilantin"
"Josamycin","Antibiotic yl-704 A3; JM; Josamicina [inn-spanish]; Josamycine [inn-french]; Josamycinum [inn-latin]; Leucomycin A3; Leucomycin V, 3-acetate 4(sup B)-(3-methylbutanoate); Leucomycin V, 3-acetate 4(sup beta)-(3-methylbutanoate); Leucomycin V, 3-acetate 4B-(3-methylbutanoate)","Josacine; Kitasamycin A3; Turimycin A5"
"Polythiazide",,
"Quinethazone","Chinetazone [dcit]; Chinethazonum; Quinetazona [inn-spanish]; Quinethazon; Quinethazonum [inn-latin]","Aquamox; Hydromox; Idrokin"
"Cefamandole","Cefadole; Cefamandole nafate","Mandol"
"Cefazolin","Cefazolin sodium; Cefazoline; Cephazolin; CEZ","Ancef"
"Cefonicid","Cefonicido [inn-spanish]; Cefonicidum [inn-latin]","Monocid; Praticef"
"Cefoperazone","Cefoperazono [inn-spanish]; Cefoperazonum [inn-latin]","Cefobid"
"Cefotetan","Cefotetanum [inn-latin]","Cefotan; Yamatetan"
"Cefoxitin",,"Mefoxin; Mefoxitin"
"Ceftizoxime","Ceftizoxima [inn-spanish]; Ceftizoximum [inn-latin]","Cefizox; Cefizox in plastic container; Ceftix; Epocelin; Eposerin"
"Cefradine","Cephradine",
"Metocurine",,
"Pancuronium","Bromure de pancuronium [inn-french]; Bromuro de pancuronio [inn-spanish]; Pancuronium bromide; Pancuronium dibromide","Mioblock; Pavulon"
"Pipecuronium","Pipecurium; Pipecuronium bromide","Raplon"
"Vecuronium",,
"Cilazapril","Inhibace",
"Forasartan",,
"Polystyrene sulfonate","Polystyrene sulfonic acid; Sodium polystyrene sulfonate; Sodium polystyrene sulfonic acid; SPS","Kayexalate; Kionex"
"Quinidine barbiturate",,
"Saprisartan",,
"Spirapril",,"Renormax"
"Tasosartan",,
"Amobarbital",,"Isomytal"
"Aprobarbital",,
"Butethal","5-Butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-Butyl-5-ethylbarbituric acid; 5-Ethyl-5-butylbarbituric acid; 5-Ethyl-5-N-butylbarbituric acid; Butabarbitol; Butobarbital; Butobarbitalum; Butobarbitone; Butobarbitural; Butyl,5-ethylbarbituric acid","Budorm; Etoval; Hyperbutal; Longanoct; Meonal; Monodorm; Neonal; Sonerile; Soneryl"
"Heptabarbital","Heptabarb; Heptabarbitone; Heptabarbum; Heptadorm; Heptamal; Heptamalum; Heptbarbital; Medapan; Medomine",
"Hexobarbital","5-(1-cyclohexen-1-yl)-1,5-dimethylbarbituric acid; Hexobarbitone; Methexenyl; Methylhexabital","Barbidorm; Citopan; Cyclopal; Cyclopan; Evipal; Evipan; Noctivane; Sombucaps; Sombulex; Somnalert"
"Lithium",,"Eskalith; LithoTab"
"Mestranol",,
"Penbutolol","Penbutolol sulfate","Betapressin; Levatol; Levatolol; Lobeta; Paginol"
"Troleandomycin","Oleandocetine; Oleandomycin triacetate; Oleandomycin triacetyl ester; Oleandomycin, triacetate (ester); Triacetyloleandomycin","Cyclamycin; Evramicina; Matromicina; Tao; Treolmicina; Tribiocillina"
"Iohexol",,"Exypaque; Histodenz; Nycodenz; Omnipaque"
"Ephedrine",,
"Mephentermine","Mefenterdrin; Mefentermin; Mephenterdrine; Mephenterdrinum; Mephetedrine; N-methylphentermine","Mephine; Vialin; Wyamine; Wyfentermina"
"Procaterol",,"Pro-Air"
"Rasagiline","RAS","Azilect"
"Quinupristin",,
"Aluminium",,
"Dihydroxyaluminium",,
"Magnesium oxide",,
"Cortisone acetate",,
"Glycodiazine","Glidiazine; Glymidine",
"Paramethasone",,"Haldrone"
"Sodium bicarbonate","Bicarbonate of soda; Carbonic acid monosodium salt; Sodium acid carbonate; Sodium hydrocarbonate; Sodium hydrogen carbonate; Sodium hydrogencarbonate","800 Sodium Bicarbonate Powder; Acidosan; Baros; BSS plus; Citrocarbonate; Co-lav; Colovage; Colyte; E-Z-EM Prep Lyte; Elliotts B solution; Endosol extra; Glycoprep; Go-evac; Golytely; Gripe water; Hema BP-38; Meylon; Natrum bicarbonicum; Neut; Nulytely; OCL; Peg-lyte; Sandoz sodium bicarbonate; Sodium bicarbonate in plastic container; Sodium bicarbonate liquid concentrate"
"Yohimbine","Yohimbin","Actibine; Aphrodyne; Baron-X; Dayto himbin; Thybine; Yocon; Yohimar; Yohimex; Yoman; Yovital"
"Bezafibrate","Bezafibrat; Bezafibrato [inn-spanish]; Bezafibratum [inn-latin]","Befizal; Bezalip; Bezalip retard; Bezatol; Bezatol SR; Cedur"
"Colchicine","Colchicin; Colchicina; Colchicinum","Col-probenecid; Colbenemid; Condylon; Proben-C"
"Drospirenone","6β,7β,15β,16β-dimethylene-3-oxo-17α-pregn-4-ene-21,17 carbolactone; Drospirenona [inn-spanish]; Drospirenonum [inn-latin]; DRSP",
"Digitoxin","Digitalin; Digitoksin; Digitoxinum; Digitoxoside","Crystodigin; Tardigal; Unidigin"
"Magnesium salicylate",,
"Salicylate-sodium",,
"Salsalate","salicylsalicylic acid; Salsalatum [inn-latin]; Sasapyrine","Disalcid"
"Neostigmine",,"Neostigmine omega; Prostigmin"
"Trisalicylate-choline",,
"Methotrimeprazine","Levomepromazine","Levoprome; Neozine; Neurocil; Nosinan; Nozinan"
"Danazol",,"Anatrol; Chronogyn; Cyclomen; Danocrine"
"Clenbuterol","Clenbuterolum [inn-latin]","Planipart"
"Bambuterol","Bambuterol hydrochloride","Bambec; Oxeol"
"Tiotropium","Tiotropium bromide","Spiriva"
"Ciclesonide","ciclesonide","Alvesco"
"Pranlukast","ONO-RS 411",
"Theobromine",,
"Cefepime","Cefepima [spanish]; Cefepimum [latin]","Axepim; Cepimax; Cepimex; Maxcef; Maxipime"
"Cefacetrile","7-Cyanacetylamino-cephalosporansaeure; Cefacetrilo [inn-spanish]; Cefacetrilum [inn-latin]; Cephacetrile","Celospor; Celtol; Cristacef"
"Ceftibuten",,"Cedax"
"Cefpodoxime","Cefpodoxime proxetil; CPDX-PR; RU 51807","Banan; Doxef; Vantin"
"Acenocoumarol","Acenocoumarin; Acenocoumarolum [INN-latin]; Nicoumalone; Nicumalon; Nitrophenylacetylethyl-4-hydroxycoumarine; Nitrovarfarian; Nitrowarfarin","Ascumar; Mini-sintrom; Neositron; Sincoumar; Sinkumar; Sinthrom; Sinthrome; Sintrom; Syncoumar; Syncumar; Syntrom; Zotil"
"Antrafenine",,
"Testosterone Propionate",,"Agovirin; Testex"
"Paromomycin","Aminosidin; Aminosidine; Paramomycin sulfate; paromomycin","Humatin"
"Nitroxoline","5-Nitroks; 5-Nitrox; 5-Nitroxine; 5-NOK; Nitroxolina [inn-spanish]; Nitroxolinum [inn-latin]","Galinok; Isinok; Nicene forte; Noxibiol; Noxin"
"Stepronin","Stepronine [inn-french]; Stepronino [inn-spanish]; Steproninum [inn-latin]","Bronco-plus; Tiase; Tiofacic"
"Aminophenazone","4-Dimethylaminoantipyrine; Aminopyrine; Dipyrine",
"Alizapride","Alizaprida [inn-spanish]; Alizapridum [inn-latin]","Limican; Liticum"
"Ajmaline","Ajmalin",
"Amrinone","Amrinona [inn-spanish]; Amrinonum [inn-latin]; Inamrinone; Inamrinone lactate","Amcoral; Cartonic; Cordarex; Cordemcura; Inocor; Wincoram"
"Oxybenzone","(2-Hydroxy-4-methoxyphenyl)phenylmethanone; 2-Benzoyl-5-methoxyphenol; 2-Hydroxy-4-methoxybenzophenone; 4-Methoxy-2-hydroxybenzophenone; 4-Methoxy-2-hydroxybenzophenone butyric acid; Oxibenzona [inn-spanish]; Oxybenzonum [inn-latin]",
"Aprindine","Aprindin; Aprindina [inn-spanish]; Aprindinum [inn-latin]; Aprinidine","Aspenon; Fibocil"
"Almitrine","Almitrine bismesylate; Almitrine dimesylate; Almitrine mesylate","Doxil; Duxil; Vectarion"
"Allylestrenol",,"Gestanin; Gestanol; Gestanon; Gestormone; Orageston; Organon; Perselin; Turinal"
"Methadyl Acetate","Acetilmetadol [inn-spanish]; Acetylmethadol; Acetylmethadolum [inn-latin]; Betamethadol",
"Antipyrine","Acetasol; Analgesine; Anodynin; Anodynine; Antipirin; Antipyrin; Antipyrinum; Azophen; Azophenum; Fenazon [czech]; Fenazona [inn-spanish]; Fenazone; Phenazon; Phenazone; Phenozone; Pyrazoline","Apirelina; Auralgan; Sedatin; Sedatine"
